event_id;chr_ref;po_number;po_linked;primary_reference;status;status_detail;activity_date;mode;mode_detail;pickup_date;origin;destination;total_charge_usd;carrier_code;bol_chr;mbol_number;material_id;invoice_date
726;548771288;;;4500014939, 4500014941;Delivered;Delivered;2026-04-01;Truckload;Truckload (Dry);2026-04-01;KDC One;Legacy IN;1,435.99;T5194942;;;"9050091602; 9050091702";2026-04-07
727;541317575;;;4500014978, 4500014768;Delivered;Delivered;2026-01-20;Truckload;Truckload (Dry);2026-01-20;KDC Chemaid;Fosdick;947.31;T2964781;;;"9050130501; 9050100901";2026-01-20
728;544892679;;;4500016002;Delivered;Delivered;2026-02-25;Truckload;Truckload (Dry);2026-02-25;RJW - Joliet;Fosdick;3,170.57;T2076049;;;;2026-02-27
729;544425362;;;4500014115;Delivered;Delivered;2026-02-18;Truckload;Truckload (Dry);2026-02-18;KDC One;RJW - Joliet;1,394.02;T6295933;;;"9050091702; 9050089502; 9050092502";2026-02-19
730;544690117;;;4500014426,4500014428;Delivered;Delivered;2026-02-20;Truckload;Truckload (Dry);2026-02-20;KDC-Knowlton;RJW - Joliet;4,792.01;T6180312;;;"9050092902; 9050093102";2026-02-26
731;544840190;;;4500015245, 4500015306;Delivered;Delivered;2026-02-23;Truckload;Truckload (Dry);2026-02-23;FM Howell;RJW - Joliet;2,239.40;T5334460;;;9050068701;2026-02-24
732;538898828;;;GFDonation121825-1712;Delivered;Delivered;2025-12-22;LTL;LTL (Dry);2025-12-22;Fosdick Fulfillment;The River Fund c/o Good+Foundation;752.76;T4446427;;;;2026-01-02
733;551244208;;;4500014626;Delivered;Delivered;2026-04-24;Truckload;Truckload (Dry);2026-04-24;PLZ MISSISSAUGA PERSONAL CARE;RJW IL2;1,993.10;T5367156;;;;2026-05-06
734;544420712;;;100ml-Cologne-LT-2026-NYC;Delivered;Delivered;2026-02-19;LTL;LTL (Dry);2026-02-18;Orlandi Inc.;Harry's;290.94;T2359780;;;;2026-02-20
735;549964689;;;0325LEG_G+FDonation;Delivered;Delivered;2026-04-13;LTL;LTL (Dry);2026-04-10;Legacy;The River Fund c/o: Good+Foundation;305.84;T2359780;;;;2026-04-28
736;545539836;;;4500012442;Delivered;Delivered;2026-03-02;LTL;LTL (Dry);2026-03-02;Orlandi Inc.;Fosdick Fulfillment;255.29;T2359780;;;;2026-03-16
737;541917519;;;4500014332;Delivered;Delivered;2026-01-27;Truckload;Truckload (Dry);2026-01-27;Beauty Manufacturing Solutions Corp;RJW - Joliet;3,218.10;T5312482;;;9050092202;2026-01-29
738;540580455;;;4500013429;Delivered;Delivered;2026-01-12;LTL;LTL (Dry);2026-01-12;KDC-Knowlton;Fosdick (CT);639.50;T2295160;;;9050093302;2026-01-19
739;555493538;;;4500017470;Delivered;Delivered;2026-06-02;Truckload;Truckload (Dry);2026-06-02;Menasha Packaging Company;RJW - Joliet;2,076.92;T4737147;;;"9050099402; 9050089903";2026-06-04
740;549013592;;;4500014664;Delivered;Delivered;2026-04-02;LTL;LTL (Dry);2026-04-02;Beauty Manufacturing Solutions Corp;Fosdick (CT);424.06;T2197553;;;9050112901;2026-04-08
741;542932583;;;4500014121;Delivered;Delivered;2026-02-04;Truckload;Truckload (Dry);2026-02-04;KDC One;RJW - Joliet;1,210.21;T3276695;;;9050091602;2026-02-05
742;541434185;;;4500014196, 4500014199;Delivered;Delivered;2026-01-19;LTL;LTL (Dry);2026-01-19;Westfall-Technik;Menasha (NJ);290.51;T4446427;;;;2026-01-22
743;555951404;;;0528RJWRiverFund;Delivered;Delivered;2026-06-09;LTL;LTL (Dry);2026-06-09;RJW - Joliet;The River Fund c/o: Good+Foundation;930.60;T4446427;;;;
744;555767392;4500015463;true;4500015463;Delivered;Delivered;2026-06-05;Truckload;Truckload (Dry);2026-06-05;KDC Chemaid;RJW IL2;1,977.29;T285583;;;9050096801;2026-06-09
745;539682883;;;4500015410;Delivered;Delivered;2026-01-02;Truckload;Truckload (Dry);2026-01-02;Menasha Packaging Company;RJW - Joliet;2,650.93;T2316864;;;9050092201;2026-01-08
746;544069131;;;4500014468;Delivered;Delivered;2026-02-18;Truckload;Truckload (Dry);2026-02-18;KDC Chemaid;Menasha (NJ);704.72;T5271547;;;9050033801;2026-02-18
747;539304470;;;4500015367;Delivered;Delivered;2025-12-29;Truckload;Truckload (Dry);2025-12-29;Menasha Packaging Company;RJW - Joliet;2,702.97;T6240725;;;"9050121901; 9050089903";2025-12-31
748;544719235;;;4500016012;Delivered;Delivered;2026-02-20;Truckload;Truckload (Dry);2026-02-20;Menasha Packaging Company;RJW - Joliet;2,351.14;T6174400;;;"9050099303; 9050099402";2026-02-23
749;547195747;;;4500015785, 4500016164;Delivered;Delivered;2026-03-18;LTL;LTL (Dry);2026-03-18;Westfall-Technik;Legacy;289.19;T2295160;;;"9050126503; 9050099803";2026-03-19
750;544850382;;;4500015348;Delivered;Delivered;2026-02-23;LTL;LTL (Dry);2026-02-23;Westfall-Technik;Fosdick;302.83;T4446427;;;;2026-02-27
751;553591934;;;4500017192;Delivered;Delivered;2026-05-20;LTL;LTL (Dry);2026-05-27;RJW - Joliet;Fosdick Inbound;1,840.12;T4446427;;;;2026-06-03
752;538863076;;;4500013889, 4500011966;Delivered;Delivered;2025-12-29;Truckload;Truckload (Dry);2025-12-29;KDC One;RJW - Joliet;1,206.64;T6031123;;;"9050091602; 9050089601";2025-12-30
753;545849481;;;4500015245, 4500015247, 4500015571, 4500015306;In Transit;Unloading;2026-03-05;Truckload;Truckload (Dry);2026-03-05;FM Howell;RJW - Joliet;1,979.99;T4429951;;;9050068701;2026-03-06
754;542756727;;;4500013352;Delivered;Delivered;2026-02-05;Truckload;Truckload (Dry);2026-02-05;RJW - Joliet;FDA;3,056.59;T5236373;;;;2026-02-09
755;550270622;;;4500016706;Delivered;Delivered;2026-04-16;LTL;LTL (Dry);2026-04-16;Legacy (IN);Fosdick Inbound;673.16;T2197553;;;"6270001001; 9050038401; HPRB0269; 9050074101; 9050038402";2026-04-20
756;546763884;;;4500013372;Delivered;Delivered;2026-03-16;Truckload;Truckload (Dry);2026-03-16;PLZ MISSISSAUGA PERSONAL CARE;RJW - Joliet;2,066.53;T6161725;;;;2026-03-20
757;548127393;;;4500015567;Delivered;Delivered;2026-03-27;Truckload;Truckload (Dry);2026-03-27;FM Howell;RJW - Joliet;2,323.01;T5228887;;;;2026-03-30
758;550768513;;;4500015818;Delivered;Delivered;2026-04-20;Truckload;Truckload (Dry);2026-04-20;PaperFoam;Legacy IN;2,001.24;T5379242;;;;2026-04-22
759;544068633;;;4500014468;Delivered;Delivered;2026-02-17;Truckload;Truckload (Dry);2026-02-17;KDC Chemaid;Menasha (NJ);704.72;T6294110;;;9050033801;2026-02-18
760;553794246;;;4500013295;Delivered;Delivered;2026-05-21;Intermodal;Intermodal (Dry);2026-05-21;Beauty Manufacturing Solutions Corp;RJW - Joliet;1,931.75;T6057752;;;9050092202;2026-06-02
761;543761848;;;4500014335;Delivered;Delivered;2026-02-17;Truckload;Truckload (Dry);2026-02-18;Beauty Manufacturing Solutions Corp;Fosdick (CT);3,827.56;T6253615;;;9050097001;2026-03-16
762;545093124;;;4500014284;Delivered;Delivered;2026-02-24;LTL;LTL (Dry);2026-02-24;KDC-Knowlton;Fosdick Fulfillment;877.20;T2295160;;;9050093202;2026-03-03
763;557007260;4500015524;true;4500015524;Delivered;Delivered;2026-06-12;Truckload;Truckload (Dry);2026-06-12;KDC Chemaid;RJW IL2;2,765.69;T5274427;;;"9050092302; 9050096801";
764;543839490;;;4500015874;Delivered;Delivered;2026-02-16;LTL;LTL (Dry);2026-02-16;RJW - Joliet;Legacy IN;215.02;T102231;;;;2026-02-19
765;539998379;;;4500015422;Delivered;Delivered;2026-01-06;Truckload;Truckload (Dry);2026-01-06;Menasha Packaging Company;RJW - Joliet;2,081.29;T5195876;;;9050125612;2026-01-08
766;547956625;;;4500015567, 4500015570;Delivered;Delivered;2026-03-26;Truckload;Truckload (Dry);2026-03-26;FM Howell;RJW - Joliet;2,291.95;T5193621;;;;2026-03-27
767;549314476;;;4500014088;Carrier Booked;Checked In;2026-04-08;LTL;LTL (Dry);;KDC One;RJW - Joliet;347.20;T218939;;;9050091702;
768;550473270;;;4500016483;Delivered;Delivered;2026-04-16;LTL;LTL (Dry);2026-04-16;International Paper;Fosdick Fulfillment;1,306.65;T4446427;;;6120007101;2026-04-23
769;551707208;;;4500017025;Delivered;Delivered;2026-05-04;LTL;LTL (Dry);2026-05-01;RJW - Joliet;PCA;452.57;T4446427;;;;2026-05-05
770;544046607;;;4500015889 -B,4500015889;Delivered;Delivered;2026-02-18;LTL;LTL (Dry);2026-02-18;RJW - Joliet;Fosdick;881.24;T8154;;;;2026-02-20
771;541716846;;;4500014471;Delivered;Delivered;2026-01-23;LTL;LTL (Dry);2026-01-21;Silgan Distribution Center;Orlandi Inc.;149.87;T2197553;;;;2026-01-22
772;546897468;;;4500015834;Delivered;Delivered;2026-03-16;Truckload;Truckload (Dry);2026-03-16;Fosdick Outbound;Legacy (IN);1,603.92;T2767478;;;"HPRB0299; 9050034001; 9050096201; 9050079601; 9050089601; 9050076501";2026-03-18
773;550026056;;;4500016549;Carrier Booked;Checked In;2026-04-13;Truckload;Truckload (Dry);;Fosdick Fulfillment;Fosdick;;T6098593;;;;
774;543340117;;;4500013352;Ordered;Ordered;2026-02-10;Truckload;Truckload (Dry);;USCBP-DETROIT SERVICE PORT;RJW - Joliet;;;;;;
